1 & 64 & baseline & 49.11 & 0.58
8 & 128 & tilesync & 122.94 & 0.80 & 125.06 & 1.47 & -1.72
12 & 128 & baseline & 140.06 & 0.24
12 & 128 & rowsync & 140.06 & 0.24 & 135.11 & 0.96 & 3.53
12 & 128 & tilesync & 140.06 & 0.24 & 133.11 & 0.90 & 4.96
16 & 128 & baseline & 212.22 & 1.22
16 & 128 & rowsync & 212.22 & 1.22 & 204.33 & 0.49 & 3.72
16 & 128 & tilesync & 212.22 & 1.22 & 185.83 & 1.04 & 12.43
20 & 128 & baseline & 217.61 & 1.33
20 & 128 & rowsync & 217.61 & 1.33 & 208.50 & 1.20 & 4.19
20 & 128 & tilesync & 217.61 & 1.33 & 206.78 & 1.22 & 4.98
24 & 128 & baseline & 219.67 & 0.59
24 & 128 & rowsync & 219.67 & 0.59 & 211.56 & 0.78 & 3.69
24 & 128 & tilesync & 219.67 & 0.59 & 211.94 & 0.94 & 3.52
28 & 128 & baseline & 335.89 & 15.56
28 & 128 & rowsync & 335.89 & 15.56 & 304.00 & 1.61 & 9.49
28 & 128 & tilesync & 335.89 & 15.56 & 306.56 & 1.10 & 8.73
32 & 128 & baseline & 400.56 & 1.04
32 & 128 & rowsync & 400.56 & 1.04 & 307.89 & 1.02 & 23.13
32 & 128 & tilesync & 400.56 & 1.04 & 310.83 & 0.99 & 22.40
1 & 256 & baseline & 61.44 & 0.62
1 & 256 & rowsync & 61.44 & 0.62 & 57.50 & 0.51 & 6.42
1 & 256 & tilesync & 61.44 & 0.62 & 58.67 & 1.03 & 4.52
4 & 256 & baseline & 103.11 & 0.76
4 & 256 & rowsync & 103.11 & 0.76 & 83.61 & 2.09 & 18.91
4 & 256 & tilesync & 103.11 & 0.76 & 88.44 & 2.83 & 14.22
8 & 256 & baseline & 129.83 & 2.55
8 & 256 & rowsync & 129.83 & 2.55 & 115.39 & 4.92 & 11.13
8 & 256 & tilesync & 129.83 & 2.55 & 116.94 & 1.26 & 9.93
12 & 256 & baseline & 150.17 & 1.25
12 & 256 & rowsync & 150.17 & 1.25 & 143.17 & 2.18 & 4.66
12 & 256 & tilesync & 150.17 & 1.25 & 139.33 & 1.71 & 7.21
16 & 256 & baseline & 239.94 & 1.39
16 & 256 & rowsync & 239.94 & 1.39 & 228.83 & 1.62 & 4.63
16 & 256 & tilesync & 239.94 & 1.39 & 227.33 & 1.81 & 5.26
20 & 256 & baseline & 182.17 & 1.20
20 & 256 & rowsync & 182.17 & 1.20 & 157.56 & 0.78 & 13.51
20 & 256 & tilesync & 182.17 & 1.20 & 186.17 & 0.79 & -2.20
24 & 256 & baseline & 183.78 & 1.31
24 & 256 & rowsync & 183.78 & 1.31 & 160.39 & 0.92 & 12.73
24 & 256 & tilesync & 183.78 & 1.31 & 190.56 & 0.92 & -3.69
28 & 256 & baseline & 266.50 & 2.23
28 & 256 & rowsync & 266.50 & 2.23 & 226.00 & 9.26 & 15.20
28 & 256 & tilesync & 266.50 & 2.23 & 224.61 & 6.14 & 15.72
32 & 256 & baseline & 270.89 & 2.30
32 & 256 & rowsync & 270.89 & 2.30 & 247.67 & 1.53 & 8.57
32 & 256 & tilesync & 270.89 & 2.30 & 244.44 & 1.34 & 9.76
1 & 512 & baseline & 86.11 & 0.83
1 & 512 & rowsync & 86.11 & 0.83 & 83.22 & 0.73 & 3.35
1 & 512 & tilesync & 86.11 & 0.83 & 81.22 & 1.22 & 5.68
4 & 512 & baseline & 118.44 & 1.15
4 & 512 & rowsync & 118.44 & 1.15 & 109.72 & 1.74 & 7.36
4 & 512 & tilesync & 118.44 & 1.15 & 114.22 & 1.17 & 3.56
8 & 512 & baseline & 149.61 & 0.70
8 & 512 & rowsync & 149.61 & 0.70 & 141.83 & 1.10 & 5.20
8 & 512 & tilesync & 149.61 & 0.70 & 142.78 & 0.94 & 4.57
12 & 512 & baseline & 162.61 & 1.14
12 & 512 & rowsync & 162.61 & 1.14 & 167.39 & 1.33 & -2.94
12 & 512 & tilesync & 162.61 & 1.14 & 155.83 & 0.86 & 4.17
16 & 512 & baseline & 200.17 & 1.10
16 & 512 & rowsync & 200.17 & 1.10 & 247.50 & 3.09 & -23.65
16 & 512 & tilesync & 200.17 & 1.10 & 192.17 & 1.10 & 4.00
20 & 512 & baseline & 246.00 & 0.84
20 & 512 & rowsync & 246.00 & 0.84 & 232.28 & 1.64 & 5.58
20 & 512 & tilesync & 246.00 & 0.84 & 234.67 & 0.84 & 4.61
24 & 512 & baseline & 347.72 & 11.37
24 & 512 & rowsync & 347.72 & 11.37 & 310.33 & 1.50 & 10.75
24 & 512 & tilesync & 347.72 & 11.37 & 313.28 & 2.44 & 9.91
28 & 512 & baseline & 390.72 & 9.54
28 & 512 & rowsync & 390.72 & 9.54 & 369.11 & 5.82 & 5.53
28 & 512 & tilesync & 390.72 & 9.54 & 364.61 & 5.48 & 6.68
32 & 512 & baseline & 407.56 & 1.25
32 & 512 & rowsync & 407.56 & 1.25 & 402.72 & 2.32 & 1.19
32 & 512 & tilesync & 407.56 & 1.25 & 403.00 & 1.53 & 1.12
